10689,0.6393333333333334
10690,0.5994666666666666
10691,0.7086666666666667
10692,0.5508333333333333
10693,0.9066666666666667
10694,0.9163333333333332
10695,0.4286666666666667
10696,0.417
10697,0.39266666666666666
10698,0.43966666666666665
10699,0.37833333333333335
10700,0.45
10701,0.4916666666666667
10702,0.47533333333333333
10703,0.48166666666666663
10704,0.654
10705,0.7443333333333334
10706,0.3168333333333333
10707,0.29000000000000004
10708,0.415
10709,0.7243333333333334
10710,0.7086666666666667
10711,0.7026666666666667
10712,0.622
10713,0.6733333333333333
10714,0.5153333333333333
10715,0.8613333333333334
10716,0.809
10717,0.5816666666666667
10718,0.7176666666666667
10719,0.7120000000000001
10720,0.546
10721,0.5173333333333333
10722,0.5146666666666667
10723,0.6150000000000001
10724,0.6406666666666667
10725,0.7599999999999999
10726,0.6573333333333333
10727,0.605
10728,0.7229999999999999
10729,0.5800000000000001
10730,0.7583333333333333
10731,0.49066666666666675
10732,0.5376666666666666
10733,0.5379999999999999
10734,0.5863333333333333
10735,0.8086666666666668
10736,0.778
10737,0.8716666666666667
10738,0.8356666666666666
10739,0.7863333333333333
10740,0.5836666666666667
10741,0.8873333333333333
10742,0.8236666666666667
10743,0.5666666666666668
10744,0.5583333333333333
10745,0.5579999999999999
10746,0.5579999999999999
10747,0.5586666666666666
10748,0.8563333333333334
10749,0.8963333333333333
10750,0.5890833333333334
10751,0.498
10752,0.49866666666666665
10753,0.5063333333333334
10754,0.48527777777777786
10755,0.7690000000000001
10756,0.9289999999999999
10757,0.6283333333333333
10758,0.6849583333333332
10759,0.4776666666666667
10760,0.3243333333333333
10761,0.9233333333333333
10762,0.9076666666666666
10763,0.9106666666666666
10764,0.8850000000000001
10765,0.33266666666666667
10766,0.963
10767,0.951
10768,0.573
10769,0.435
10770,0.25666666666666665
10771,0.5936666666666667
10772,0.6555
10773,0.462
10774,0.21933333333333335
10775,0.151
10776,0.29433333333333334
10777,0.3093333333333333
10778,0.6896666666666667
10779,0.6671111111111111
10780,0.7383333333333333
10781,0.5516666666666667
10782,0.49300000000000005
10783,0.31433333333333335
10784,0.5615
10785,0.6356666666666667
10786,0.34800000000000003
10787,0.8323333333333333
10788,0.6829999999999999
10789,0.3813333333333333
10790,0.6063333333333334
10791,0.8786666666666667
10792,0.6856666666666666
10793,0.7006666666666667
10794,0.7000000000000001
10795,0.8850000000000001
10796,0.24428571428571427
10797,0.159
10798,0.2906666666666667
10799,0.3171666666666667
10800,0.18300000000000002
10801,0.19444444444444445
10802,0.40199999999999997
10803,0.2841666666666666
10804,0.7480606060606061
10805,0.07316666666666667
10806,0.9168888888888889
10807,0.3336666666666666
10808,0.49813333333333326
10809,0.5078333333333334
10810,0.20133333333333336
10811,0.544
